CUR_MKT_CAP,SPXT ,XLB,XLE,XLF,XLI,XLK,XLP,XLU,XLV,XLY
2/10/17,20659481.89,3874.885,17717.2,23509.98,10966.95,16094.26,7936.939,6761.307,15368.34,12109.62
2/13/17,20764831.36,3906.866,17762.06,24302.4,11426.85,16143.19,8384.667,6766.987,15437.13,12128.04
2/14/17,20843759.23,3914,17698.58,24812.83,11369.96,16227.46,8332.601,6410.49,15460.46,12197.28
2/15/17,20946522.35,3877.314,17606.89,25163.53,11440.66,16296.37,8219.313,6274.672,15628.07,12265.2
2/16/17,20923851.95,3872.069,17352.45,24920.95,11470.45,16305.45,8083.631,6243.229,15698.81,12194.37
2/17/17,20960261.12,3853.15,17281.72,24973.96,11371.03,16518.45,8216.489,6204.875,15801.17,12220.93
2/20/17,20960261.12,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
2/21/17,21087304.14,3750.241,17381.27,25250.12,11404.81,16703.58,8510.217,6310.038,15768.38,12321.97
2/22/17,21062716.93,3723.42,17163.79,25223.9,11271.44,16730.56,8487.033,6487.392,15719.08,12308.9
2/23/17,21058299.1,3692.432,17447.35,25280.5,10902.81,16596.1,8603.516,6714.542,15886.07,12242.84
2/24/17,21079578.81,3726.41,17149.34,25002.29,10932.86,16644.55,8738.22,6865.288,15989.09,12325.52
2/27/17,21098873.79,3811.31,17393.36,25091.21,11207.45,16614.03,8817.017,6944.686,16043.52,12361.45
2/28/17,21036879.2,3781.53,17229.3,25116.6,11049.7,16508.9,9037.6,6881.48,16082.8,12277.8
3/1/17,21327128,3855.35,17632.7,25807.8,11363.2,16755.5,9166.06,6751.07,16270.1,12324
3/2/17,21212635.67,3808.83,17415.1,25384.2,11174.8,16660.9,8826.76,6652.46,16214.8,12294.3
3/3/17,21221270.69,3792.77,17495.3,25528,11189.9,16680.3,8848.42,6670.51,16309.5,12276
3/6/17,21153023.01,3765.67,17530.6,25501,11113.3,16607.5,8889.51,6719.27,16356.6,12219.1
3/7/17,21090740.18,3684.96,17403.7,25503.1,11153.9,16668.2,8965.9,6658.82,16301.8,12158.1
3/8/17,21041700.08,3703.17,16815.2,25286,11233.4,16742.7,8946.28,6454.03,16393.4,12221.7
3/9/17,21060344.61,3704.75,16803.6,25454.9,11221.4,16760.6,9054.15,6389.48,16611.3,12297.2
3/10/17,21130599.03,3734.92,16814.6,25341.5,11322.9,16913.2,9004.63,6623.48,16587.6,12341.7
3/13/17,21140053.3,3735.22,16761,25545.7,11223.9,16937.1,8978.12,6852.53,16540.3,12387.4
3/14/17,21070764.45,3708.23,16495.7,25601.3,11108.4,16821.9,8814.72,6953.05,16407.5,12306.2
3/15/17,21244342.26,3767.64,16823.7,25457.3,11208.1,16962.8,8924.78,7186.63,16720.8,12371.2
3/16/17,21217523.13,3754.94,16845.4,25475,11088.2,17012.4,8965.39,6889.61,16430.3,12295.4
3/17/17,21187576.3,3746.17,16764.2,24968.2,10822.5,17098.5,8707.28,7204.18,16168.1,12265.6
3/20/17,21170323.08,3784.75,16744.2,24734.5,10904.3,17121.6,8744.69,7120.13,16197.6,12271.6
3/21/17,20907777.82,3659.95,16667.4,23475.6,10615.3,16659.3,8835.12,7286,16006.3,12116.1
3/22/17,20947698.33,3670.56,16639.9,23590.5,10643.4,16755.8,8765.28,7414.64,15921.2,12138.8
3/23/17,20921735.62,3693.94,16572.5,23687.7,10460.4,16608.6,8718.73,7412.44,16128.2,12093.6
3/24/17,20905271.62,3586.43,16504.1,23506.9,10423.3,16586.8,8649.26,7491.58,16181.5,12123
3/27/17,20887221.59,3513.82,16464.6,23313.9,10292.9,16658.1,8687.81,7405.84,15983,11859.2
3/28/17,21037780.7,3583.35,16913.1,23588.1,10366,16799.2,8815.94,7314.89,15896.8,11980.2
3/29/17,21063556.83,3586.09,17366.3,23400.2,10445.6,16915.6,8875.93,7122.5,15860.1,12091.1
3/30/17,21125023.15,3584.15,17277.2,23950.2,10702.8,16974,8849.92,6985.42,15884.6,12109.6
3/31/17,21078134,3607.05,17308.9,23746.5,10743.1,17030.2,8892.27,7043.54,15832.4,12168.2
4/3/17,21032653.98,3614.17,17275.7,23464.4,10651.8,16984.9,8738.66,7137.07,15945.6,12163.5
4/4/17,21059489.16,3656.14,17433.6,23146.1,10601.6,16928.4,8696.01,7187.63,15933.3,12144.1
4/5/17,20999983.62,3653.35,17249.4,22626.1,10590.1,16890.4,8704.64,7264.36,15861.8,12110.6
4/6/17,21038217.72,3672.89,17313.1,22946.7,10678,16896.2,8633.73,7181.59,15889.6,12148.1
4/7/17,21020757.32,3648.36,17176.6,22956.6,10692.8,16886.7,8695.76,7068.74,15932.3,12112
4/10/17,21036480.21,3741.11,17291.8,22874.6,10755,16886.6,8765.08,7122.31,15976.6,12252.7
4/11/17,21007253.34,3723.28,17375.8,22760.7,10812.3,16862.4,8790.23,7199.32,15936.6,12159.8
4/12/17,20930358.48,3677.15,17284.6,22523.6,10540.9,16841.7,8920.27,7268.03,15932.9,12111.2
4/13/17,20795803.19,3595.48,16902.9,21962.1,10523.4,16745.6,8959.31,7267.46,15884.6,12000.4
4/14/17,20795803.19,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
4/17/17,20975707.46,3618.83,16925.6,22342.3,10606.1,16888.5,9083.78,7185.6,15994.6,12150.1
4/18/17,20919344.43,3601.72,16674.3,22149.8,10565.2,16925,9210.89,7543.01,15676.9,12037.8
4/19/17,20883063.14,3606.6,16449.9,22071.1,10633.1,16930.6,9120.76,7506.32,15653.9,12040
4/20/17,21037892.21,3646.37,16604.9,22795,10784.4,17084.5,9124.67,7430.94,15766.5,12166.6
4/21/17,20975424.94,3631.75,16478,22422.2,10781.3,16895.1,9098.2,7403.81,15683.9,12134.7
4/24/17,21203160.93,3731.57,16551.4,23048.8,11030.7,17138.3,9103.21,7393.06,15746.3,12293
4/25/17,21326056.14,3880.17,16506.5,23457.5,11197.3,17132.9,9083.58,7463.6,15858.9,12295.9
4/26/17,21315063.88,3855.31,16578.1,23378.2,11259,17113.9,8985.34,7412.13,16009.7,12335.6
4/27/17,21323724.05,3870.77,16494.9,23173,11242.3,17183.6,8943.6,7437.9,16070.2,12424
4/28/17,21285347.81,3838.22,16493.5,22785.2,11233.1,17236.1,8863.11,7394.35,16063.8,12397.1
5/1/17,21322108.42,3845.7,16528.5,22981.3,11172.8,17377,8889.85,7375.71,16130.2,12404.6
5/2/17,21342198.28,3862.86,16378.2,22818.6,11107.2,17426,8873.69,7152.79,16159.8,12540.2
5/3/17,21304018.75,3796.12,16468.3,23170,11112.2,17388.8,8966.52,7130.33,16081,12466.6
5/4/17,21313822.77,3747.72,15754.9,23071.6,11153.9,17359.7,9029.93,7101.34,16160.9,12491.9
5/5/17,21397664.7,3830.44,16092.1,23285.6,11338,17500,9046.24,7155.51,16160,12601.6
5/8/17,21392527.51,3767.81,16356,23138.6,11307.5,17623.4,9004.32,7103.62,16105.3,12620.8
5/9/17,21372227.37,3657.79,16298.2,22911.2,11322.7,17631.9,8856.2,7051.42,16192.5,12947.8
5/10/17,21394622.21,3656.4,16486.7,23048,11279,17704.4,8832.37,7057.26,16164.3,12881
5/11/17,21349506.99,3648.22,16517.4,22791.6,11285.6,17729.2,8820.4,7051.43,16323.7,12849.2
5/12/17,21317037.38,3626.08,16437.8,22475,11140.1,17835.1,8775.56,7142.58,16310.6,12781.2
5/15/17,21419150.27,3657.78,16603.9,22713.1,11255.5,18026.8,8798.79,7198.93,16469.8,12811
5/16/17,21403369.31,3581.51,16524.7,22719.4,11243.7,18253.8,8881.71,7048.29,16429.4,12744.5
5/17/17,21016809.95,3430.59,16476.1,21403,10947.2,17718,8844.06,6998.84,16172.9,12419.2
5/18/17,21098256.75,3385.78,16440.9,21451.8,10838.2,17604.9,8850.49,7114,16098.7,12380.3
5/19/17,21240762.36,3436.06,16643.8,21717.7,10911.5,17782.1,8954.07,7081.53,15933.8,12432.8
5/22/17,21352162.31,3463.62,16620.7,21779.4,10982.3,17712.1,8956.91,7121.71,15976.2,12522.4
5/23/17,21390712.33,3474.14,16619,22228.7,11095.5,17749.5,8877.41,6819.4,16135,12515.2
5/24/17,21446016.59,3497.28,16602.3,22143.9,11135.6,17847.9,8912.46,6829.11,16205.9,12586.9
5/25/17,21542329.53,3572.56,16270.8,22299.5,11222.3,17966.9,8807.8,7282.38,16222.2,12697.8
5/26/17,21548709.2,3589.91,16314.4,22268.8,11255.9,17430.2,8789.81,7148.88,16173.3,12735.7
5/29/17,21548709.2,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
5/30/17,21523383.34,3613.05,16030.7,22099.2,11259.3,17408.2,8865.77,7399.31,16142.3,12731.9
5/31/17,21514399.35,3634.59,15838.1,21809.6,11287.7,17431.4,8831.41,7458.14,16179.6,12783.7
6/1/17,21678949.45,3678.41,15957,22114.5,11181.3,17531.2,9185.78,7475.54,16331.3,12945.8
6/2/17,21772173.32,3738.47,15675.2,21872.9,11239.4,17649.2,9362.03,7483.81,16503.3,13006.1
6/5/17,21746865.68,3710.56,15713.9,21707,10703.6,17598.8,9730.15,7452.25,16429.3,12920.3
6/6/17,21681962.46,3750.23,15846.7,21600.6,10631.2,17376.4,10169.6,7484.32,16354.3,12918.8
6/7/17,21720534.8,3749.74,15652.6,22268.8,10595,17371,10154.6,7549.9,16387.3,12936.9
6/8/17,21726535.66,3787.87,15788.5,22636,10524.7,17548.3,10208.8,7583.88,16286.7,13043.9
6/9/17,21703284.44,3844.52,16257.9,23863.6,10555,16554.2,10230.2,7576.82,16567.2,12783.1
6/12/17,21682284.31,3699.13,16597,24264.4,10539.3,16323.1,10265.2,7511.81,16580.7,12712.8
6/13/17,21780377.87,3706.78,16650.3,24511.5,10534.7,16502,10403.5,7532.72,16649.9,12796.2
6/14/17,21759802.53,3645.96,15998.2,24448.6,10541,16352.8,10646.5,7549.11,16713.7,12761.9
6/15/17,21709583.58,3597.64,16041.5,24285.4,10779.6,16201.8,10687.8,7527.29,16696.5,12672.3
6/16/17,21709647.84,3696.25,16520.2,24180.6,10836.1,16166.5,10595.4,7665.99,16522,12725
6/19/17,21870142.17,3714.78,16382.7,24476.1,10933.4,16465.3,10801.1,8066.53,16800.2,12881.4
6/20/17,21725708.93,3707.85,16020.9,24278.8,10819.7,16188.5,10697.2,8092.61,17029.1,12737.7
6/21/17,21716710.19,3644.71,15752.7,23969.4,10692.6,16368.2,10351.2,8090.21,17253.3,12712.7
6/22/17,21709882.25,3664.88,15672.5,23628.6,10785.8,16371.3,10271.5,8121.91,17610.1,12629.2
6/23/17,21743797.11,3684.62,15858.4,23023.9,10723.5,16766.5,10214.1,7990.77,17551.7,12564.4
6/26/17,21751445.5,3690.16,15778.9,23198.4,10747.1,16707.9,10260.2,7916.26,17546.3,12573.4
6/27/17,21574878.26,3654.2,15642.1,23232.2,10774.6,16516.1,10171.8,7427.67,17586.2,12353.7
6/28/17,21764339.42,3687.55,15753.2,24020.9,10906,16742.5,10192,7214.52,17702.9,12419.9
6/29/17,21574485.22,3640.63,15826.2,24312.1,10749,16373.8,9869.65,7104.72,17589.1,12259.8
6/30/17,21604588.81,3660.36,15936.2,24525.6,10851.7,16320.6,9714.59,6940.51,17529.1,12297.5
7/3/17,21658389.47,3640.76,16580.5,25177.6,11004.3,15960,9738.68,7097.23,17556.1,12231.5
7/4/17,21658389.47,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
7/5/17,21683778.17,3625.98,16017.8,25566.3,11094.8,16181.7,9816.6,7050.06,17887.6,12161.2
7/6/17,21481744.16,3580.27,15708.5,25317.8,10960.5,15952.7,9687.49,7047.32,17680.5,12010.8
7/7/17,21618524.85,3596.18,15917.6,25498.3,11014.8,16170.5,9638.56,7142.91,17829.7,12136
7/10/17,21636181.55,3629.66,15812.5,25632.9,11077.9,16307.5,9565.95,7073.05,17803.8,12166.3
7/11/17,21619992.64,3621.61,15889,25498,11054.5,16376.1,9520.55,7187.19,17807.3,12137.3
7/12/17,21778842.4,3616.78,15949.5,25391.2,11157.1,16616.6,9562.61,7225.35,17861.4,12234.3
7/13/17,21820792.19,3621.08,16065.5,25666.9,11114.4,16682.9,9431.36,7205.44,17837.3,12244.7
7/14/17,21921481.69,3650.57,16148.8,25600.2,11190.4,16830.9,9465.02,7296.01,17782.1,12284.2
7/17/17,21919709.43,3668.91,16047.4,25524.2,11118.1,16825.3,9428.83,7423.63,17733.7,12422.6
7/18/17,21931039.28,3678.48,15734,25458.3,11082.1,16930.8,9365.84,7494.67,17675.1,12519.8
7/19/17,22042927.96,3705.49,15673.7,25576.5,10996.2,17019.6,9320.31,7497.3,18036.4,12626.1
7/20/17,22036711.6,3705.82,15524.2,25661.7,10806.9,17092.6,9327.5,7564.76,18179.4,12608.9
7/21/17,22030935.91,3750.7,15308.9,25452.1,10869,17074.7,9199.56,7696.36,18134.9,12644.6
7/24/17,22011690.8,3727.98,15248.2,25418.1,10831.6,17179.6,9419.29,7449.94,18120.1,12601.6
7/25/17,22069459.97,3762.24,15397.8,26116.5,10824.2,17181.3,9495.55,7334.12,17966.2,12813.8
7/26/17,22020319.34,3725.45,15499.9,26095.7,10821.3,17351,9466.19,7446.37,17889.8,12840.2
7/27/17,21991273.61,3684.39,15717.4,25674.6,10575.6,17155.5,9550.31,7512.45,17782.9,12957.4
7/28/17,21960875.86,3651.78,15858,25756.8,10532,17146.2,9594.4,7501.14,17908.3,12918.3
7/31/17,21941336.15,3610.27,15893.8,25929.1,10565.9,17042.6,9626.89,7542.56,17884.6,12923.2
8/1/17,21991235.43,3640.25,15818.2,26064.6,10715.5,17175,9301.46,7515.5,17812.4,12977.8
8/2/17,21984555.61,3654.53,15679.2,26098.3,11282.6,17199.8,9010.35,7502.11,17704.6,12919.6
8/3/17,21931758.35,3627.15,15364.5,26011.8,11637.7,17186.9,8748.41,7747.77,17900.8,12897.8
8/4/17,21968537.22,3649.97,15400.7,26255.7,11890.5,17268.9,8452.27,7664.95,17908.1,12935.7
8/7/17,22007270.93,3651.97,15215,26099,11921.5,17292.7,8476.46,7675.69,17922.5,13015.7
8/8/17,21947148.8,3560.91,15121.5,26152,11885.1,17225.4,8491.28,7728.66,17882.8,13045.6
8/9/17,21936720.66,3566.91,15109.4,26073.7,11947,17245.4,8552.13,7505.48,17903.1,12960.8
8/10/17,21617921.56,3472.52,14881.6,25281.8,11941.5,16877.2,8425.69,7491.32,17648.5,12668.3
8/11/17,21647157.01,3453.4,14682.2,25251.7,11907.8,16993.3,8429.05,7487.28,17776.6,12679.5
8/14/17,21863995.01,3515.38,14683.2,25462.2,12011.8,17296,8525.73,7457.5,17860.9,12769.8
8/15/17,21853073.29,3459.34,14602.5,25513.9,12067.6,17305.4,8515.94,7577.7,17765.9,12594.4
8/16/17,21883654.4,3476.94,14399.3,25450.5,12094.3,17353.2,8519.87,7600.19,17839.1,12614
8/17/17,21545054.97,3432.06,14270,24684.9,11763.2,17030.8,8408.87,7583.8,17491.2,12385.8
8/18/17,21504172.35,3436.03,14353.8,24696.2,11655.6,16970.1,8358.48,7819.34,17352.3,12209.7
8/21/17,21529163.34,3455.36,14301.8,24510.6,11543.6,16815.8,8244.73,7842.57,17105,11612.9
8/22/17,21739818.52,3481.29,14309,24812.4,11706.3,17118.5,8021.81,7826.88,17292.6,11684.1
8/23/17,21665342.11,3526.54,14405.4,25226,11582.7,17056.9,8114.67,7877.33,17110.6,11505
8/24/17,21616954.81,3498.34,14436.5,25226,11439.1,17027.7,8112.02,7789.16,17089.6,11555.5
8/25/17,21652726.91,3558.29,14482.1,25334.6,11453.1,17091.1,8125.15,7803.64,17022.8,11597.5
8/28/17,21661099.13,3593.5,14433.4,25118.2,11426.1,17164.1,8106.83,7931.04,17109.4,11621.8
8/29/17,21704046.67,3565.51,14430.6,24864.7,11505.7,17226.7,8187.05,7957.9,17102,11598
8/30/17,21804094.07,3597.27,14581.7,24982,11566.8,17328,8158.21,7981.52,17198.2,11677.3
8/31/17,21922745.15,3674.48,14717.6,25055.6,11674.2,17534.6,8196.75,8007.71,17515.2,11651.6
9/1/17,21979165.73,3759.47,14892,25142.7,11561.1,17516.8,8752.42,7991.16,17591.6,11700.4
9/4/17,21979165.73,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
9/5/17,21815691.62,3746.88,15089,24381.7,11132.7,17271.5,8704.61,8055.53,17471.3,11612
9/6/17,21883405.49,3772.93,15393,24336.3,10791.1,17440.9,9141.75,7945.04,17697.8,11666.4
9/7/17,21881204.73,3718.58,15470.2,23606.5,10496.9,17459.7,9343.21,8070.73,18025.2,11592.4
9/8/17,21846897.34,3714.48,15328.8,23717.9,10276.4,17302,9215,8070.06,18077.5,11610.2
9/11/17,22081703.31,3729.66,15509.7,24311.5,10585.6,17608.3,9374.42,8088.32,18238.5,11680.4
9/12/17,22157184.72,3780.78,15565.9,24844.6,10767.8,17597.1,9497.48,7849.28,18286.3,11723.5
9/13/17,22175431.74,3793.48,15860.4,25164.2,10862.7,17532,9458.15,7799.75,18318,11839.9
9/14/17,22154635.21,3828.86,15907.1,25116.1,10866,17475.4,9464.39,7915.01,18404.6,11789.4
9/15/17,22188468.73,3704.75,15908.5,25041.1,10434.6,17651.7,9598.44,7608.84,18133.9,11665.6
9/18/17,22223410.18,3790.07,15939.8,25393.2,10507.2,17769.6,9703.59,7558.11,18344.2,11705.7
9/19/17,22245637.4,3973.91,16111.1,26040.2,10657.4,17815.7,9541.45,8026.78,18302.2,11690.7
9/20/17,22260089.4,3976.56,16227,26370.2,10798.6,17893.3,9261.35,7889.57,18619.4,11842
9/21/17,22192100.47,3908.58,16228.5,26470.6,10880.2,17699.4,9054.17,7786.13,18373.1,11853.4
9/22/17,22204606.86,3897.64,16253.9,26594.6,10918.6,17711.4,8827.88,7900.62,18466.9,11783.8
9/25/17,22154460.25,4060.32,16461.3,26569.6,10876.1,17491,8861.86,7890.08,17892,11486.2
9/26/17,22157883.47,4152.38,16433.6,26531.2,10812.4,17531.3,8812.3,7800.32,17782.2,11438.4
9/27/17,22249894.75,4064.96,16510.4,27209.8,10927.4,17727.1,8768.62,7737.9,17751.3,11514.6
9/28/17,22276644.79,4090.95,16555.7,27245.7,10938.9,17704.3,8774.03,7813.48,17746.2,11500.5
9/29/17,22357212.81,4051.19,16621.8,27443.8,11056.5,17824.9,8808.01,7775.76,17704,11517
10/2/17,22469498.7,4121.25,16658,27809,11490.3,17890.5,8743.2,7780.98,17809.5,11597.4
10/3/17,22519009.58,4164.42,16627.3,28200.7,11942.2,17909.1,8461.67,7777.56,17846.4,11623.6
10/4/17,22546148.48,4226.43,16615.1,28176.9,12139.9,17820,8293.54,7860.71,17920.5,11693
10/5/17,22674851.04,4275.29,16625.3,28524.2,12542.8,18012.2,8028.68,7789.2,17746.7,11552.3
10/6/17,22649003.28,4288.87,16532.4,28496.1,12559,17922.4,7924.7,7671.17,17743.9,11566.2
10/9/17,22609039.44,4288.13,16576.7,28402.4,12545.6,17988.3,7690.65,7504.67,17669.6,11552.5
10/10/17,22666153.42,4291.09,16424,28536.2,12687,18051.4,7820.26,7510.08,17714.5,11605
10/11/17,22709386.87,4328.09,16565.1,28500.5,12773.3,18135.5,7909.37,7433.56,17641.3,11593.1
10/12/17,22674087.62,4408.89,16504.6,28201.6,13075.5,18108.5,7923.85,7643.7,17634.5,11543
10/13/17,22687434.83,4450.57,16481.3,28171.9,13055.5,18235.1,8104.84,7641.87,17466.1,11598.9
10/16/17,22726454.43,4476.68,16497.1,28501.2,13116.9,18456.2,8091.43,7705.98,17439,11664.4
10/17/17,22741847.49,4500.06,16585.3,28359,13190.3,18438,8083.54,7651.08,17814.1,11748.5
10/18/17,22758487.16,4500.83,16485.8,28860.6,13159.8,18599.2,8002.52,7612.59,17719.1,11716.3
10/19/17,22763839.04,4509.16,16411.1,28912.9,13214.4,18535.1,7973.3,7692.57,17869.5,11625.2
10/20/17,22867445.53,4533.18,16469.8,29249.3,13309.8,18654.2,7927.17,7731.1,17909.7,11539.1
10/23/17,22777364.61,4507.11,16448.7,29191.4,13175.1,18535.2,7894.36,7751.79,17915,11460.8
10/24/17,22807337.88,4547.21,16558.1,29612.9,13151.2,18535.2,7775.27,7761.6,17703.7,11465.8
10/25/17,22695737.57,4517.44,16402.7,29277.6,12837.3,18392.5,7748.19,7733.17,17574.4,11376.4
10/26/17,22718440.25,4500.26,16447,29438.3,12902,18413.5,7807.54,7559.51,17497.2,11412
10/27/17,22907058.35,4491.57,16499.9,29361.5,12874.8,19046.9,7740.48,7584.47,17554.6,11638.1
10/30/17,22830180.2,4455.58,16609.4,29296.9,12685.3,19142.8,7677.52,7602.36,17334,11576
10/31/17,22846985.72,4464.75,16717.7,29194.7,12573.3,19162.4,7757.61,7607.89,17233.1,11577.2
11/1/17,22887819.76,4522.27,16924.4,29325.2,12469.7,19093,7867.66,7625.4,17259.3,11617.8
11/2/17,22892878.45,4365.87,17001.8,29679.7,12508.9,19313.1,7808.61,7653.22,17128.1,11517
11/3/17,22953242.66,4551.9,16951.9,29633.3,12514.7,19456.9,7764.91,7705.89,17347.5,11563.7
11/6/17,22976969.75,4514.98,17342.9,29601.4,12507.2,19477.5,7608.03,7643.58,17278,11694.3
11/7/17,22973343.46,4545.99,17211.9,28883.3,12458,19480.3,7640.25,7857.75,17285.6,11670.6
11/8/17,23007861.84,4544.77,17013.3,28679.3,12541.4,19510.6,7852.59,7746.43,17260.5,11664.9
11/9/17,22923590.87,4453.68,17113.5,28608.5,12235.3,19339.3,7918.29,7811.94,17217.7,11682.7
11/10/17,22905611.85,4435.17,17071.9,28654,12185.1,19301.2,8010.2,7839.35,17093.8,11726.7
11/13/17,22934550.47,4428.86,17105.4,28929.1,12168.7,19368.1,8045.03,7915.71,17118.8,11840.2
11/14/17,22884195.26,4391.57,16723.2,28787.5,12245.5,19445.7,8144.24,8136.63,17146.5,11975.6
11/15/17,22754467.95,4330.5,16453.4,29068.8,12267.5,19288.8,8090.53,8153.91,17255.1,12062.5
11/16/17,22956724.66,4368.63,16270,29705.9,12382.8,19577.9,8199.74,8150.36,17430.6,12205
11/17/17,22893530.17,4330.9,16350,29611.7,12275.9,19290.4,8182.34,8082.64,17293.2,12249.4
11/20/17,22921816.48,4336.84,16281,29873.7,12324.5,19328.6,8126.88,8308.4,17148,12165.2
11/21/17,23066607.32,4427.37,16327.4,29780.1,12324.1,19541.8,8192.04,8113.21,17118.9,12419.6
11/22/17,23047341.39,4400.67,16294.6,29565,12362.9,19457.2,8211.73,8155.06,17063.7,12450.3
11/23/17,23047341.39,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
11/24/17,23097262.18,4414.4,16340.4,29505.2,12337.9,19695.5,8161.92,8151.45,17128,12496.2
11/27/17,23088171.34,4402.76,16147.4,29531.2,12358.7,19727.7,8106.12,8175.23,17175.4,12614.3
11/28/17,23308625.73,4475.34,16238.5,30598.7,12663.2,19743.4,8192.02,8004.5,17202.4,12725.5
11/29/17,23297375.89,4464.39,16354.5,31585.8,12957.9,18690.1,8271.12,8008.76,17292.1,12847.3
11/30/17,23484496.86,4545.84,16592.6,31745.6,13495.7,18938.5,8333.06,7962.16,17421.5,12912.8
12/1/17,23433178.88,4511.4,16721.4,31872.7,13064.1,18850.1,8567.39,7881.84,17440.1,12796.3
12/4/17,23406532.62,4575.89,16731.6,32857.9,12940.4,18400.5,8809.85,7884.8,17111.4,12969.1
12/5/17,23321508.97,4638.99,16704.6,32821.1,12517.9,18409.6,9183.79,7823.76,16876.9,12875.3
12/6/17,23315075.91,4602.79,16446.8,32896.1,12190.2,18536.8,9552.77,7772.82,16727.1,12782.2
12/7/17,23383473.63,4672.61,16549.7,33119.7,12473.8,18601.1,9438,7786.81,16780.5,12800.8
12/8/17,23510838.58,4705.29,16705.1,33442.4,12527.5,18647.9,9525.33,7733.76,17072.3,12905.4
12/11/17,23585613.29,4708.65,16874.5,33322.5,12483.7,18802.7,9529.31,7690.89,17015.1,12947.9
12/12/17,23621014.93,4908.84,16769.4,33961.2,12385.1,18828.9,9562.11,7333.01,17161.9,12972.7
12/13/17,23612090.14,4883.24,16790.5,33043.9,12463.2,18838,9698.71,7721.33,17255,13085.8
12/14/17,23517211.19,4841.04,16861.6,32340.4,12285.4,18878.6,9658.93,7885.86,17080.3,13072.2
12/15/17,23724775.9,4710.08,16841.5,32694.7,12428.1,19510.4,9696.44,7778.41,17233,13040.1
12/18/17,23851141.76,4893.34,17144.5,33001.2,12512.8,19738,9660.06,7692.17,17293.6,12974.4
12/19/17,23776110.15,4899.6,17075.6,33043.1,12538.6,19607.1,9780.1,7434.68,17201.8,12833.9
12/20/17,23754488.76,4844.34,17373.2,32638.1,12490,19322.8,9680.53,7111.23,17175.5,12745.2
12/21/17,23800588.81,4912.41,17791.6,32888.1,12492.4,19416.4,9608.41,7372.34,16978.3,12798.2
12/22/17,23790837.02,4952.33,17990.6,32664.1,12503.3,19556,9598.05,7441.3,16815.4,12887.5
12/25/17,23790837.02,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
12/26/17,23769204.05,4921.09,18209.8,32749.9,12516.5,19380.8,9554.44,7386.89,16724.1,12901.3
12/27/17,23778609.52,4906.49,18127.9,32775.3,12542.6,19392.4,9458.73,7465.18,16669.3,12865.4
12/28/17,23821851.54,4931.47,18177.2,33047.4,12567.5,19557.4,9458.02,7493.37,16639.3,12935.2
12/29/17,23705646.98,4928.58,18142.6,32739.7,12476.2,19319.7,9422.22,7300.09,16537.3,12918.8
1/1/18,23705646.98,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/2/18,23900651.69,5155.15,18812.3,32902.2,12969,19697.5,9152.23,7122.59,16832,13240.4
1/3/18,24040895.32,5249.98,19306.5,33380.7,13505.7,19884.7,8725.09,7064.04,17081.7,13452.2
1/4/18,24139953.88,5342.61,19475.6,33729.6,13997.7,20024.6,8508.9,7054.16,17194.7,13491.3
1/5/18,24313617.24,5310.02,19482.8,33302.1,14567.4,20235.2,8290.25,6933.36,17400.8,13567.6
1/8/18,24357229.26,5364.83,19731.7,32443.8,14721,20324.8,8233.59,7303.87,17282.3,13558.1
1/9/18,24387893.11,5431.73,19584.2,32845.5,14819.4,20302.7,8407.27,7314.05,17515.9,13564.3
1/10/18,24357737.73,5389.52,19658.4,33229.3,15076.3,20381.2,8331.94,7388.97,17223.7,13575.4
1/11/18,24529196.39,5431.78,19927.2,33387.8,15363.8,20444.5,8170.11,7298.11,17345.3,13687.4
1/12/18,24696454.09,5443.54,20421.4,33786.8,15631.2,20394.1,8090.86,7291.43,17352.3,13790.8
1/15/18,24696454.09,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A
1/16/18,24610225.62,5439.51,20193.5,33913,15550.4,20437.9,8244.65,7192.72,17468.8,13707.9
1/17/18,24842611.74,5530.77,20355.1,34223.3,15788.3,20900.4,8465.45,7118.6,17548.9,13737
1/18/18,24804731.65,5558.71,20414.4,34164.9,15711.3,20937.5,8388.8,7065.94,17698.2,13699
1/19/18,24915607.99,5446.75,20399.1,34148.1,15744.8,21062.5,8351.78,6882.33,17799.9,13733.6
1/22/18,25116807.09,5484.34,21031,34421.1,15585.5,21493.4,8418.03,7309.97,17427,13554.8
1/23/18,25171685.42,5398.26,20800,34048.8,15685,21632.3,8533.46,7627.71,17254.3,13701.4
1/24/18,25158870.72,5427.69,20534.1,34512.9,15416.3,21438.3,8659.07,7651.24,17296,13646.4
